"With the death of Justice Antonin Scalia, opponents of abortion lost a fighter in the Supreme Court.",Analysis: Which Justice Kennedy Will Rule on Abortion?,NBC Health,2016-02-28 11:03:00 -0600
"If you're still using that same old moisturizer from your 20s, it's time to listen up.",How to Fix the Biggest Skin-Care Dilemmas Women Face in Their 50s,NBC Health,2016-02-27 21:28:34 -0600
"The plans are making a comeback, but they are so tainted by their poor reputation that insurers and companies try to avoid calling them H.M.O.s.","Trying to Revive H.M.O.s, but Without Those Scarlet Letters",New York Times Health,2016-02-28 13:41:17 -0600
Fears of the Zika virus have prompted the Centers for Disease Control and Prevention to issue strict travel advisories for the upcoming Summer Games in Brazil.,C.D.C. Urges Pregnant Women to Avoid Travel to Olympics Over Zika Fears,New York Times Health,2016-02-27 17:15:31 -0600
How far can states go in setting rules that restrict the procedure?,Contributing Op-Ed Writer: Why Courts Shouldn’t Ignore the Facts About Abortion Rights,New York Times Health,2016-02-27 13:30:27 -0600
"LONDON (Reuters) - A Scottish nurse, who recovered from Ebola but then suffered life-threatening complications from the virus persisting in her brain, was discharged from hospital in London on Sunday.","Scottish nurse, who suffered from Ebola, discharged from hospital",Reuters Health News,2016-02-28 10:32:34 -0600
"SHANGHAI (Reuters) - China's drug regulator said it would accelerate approvals of new medicines, long a headache for pharmaceutical firms who complain it takes too long to get drugs to market.",China says to speed up approvals for some drugs,Reuters Health News,2016-02-27 05:43:49 -0600
"PARIS (Reuters) - France has detected its first sexually transmitted case of Zika in a woman whose partner had traveled to Brazil, the epicenter of an outbreak of the virus, a senior health official said on Saturday.",France says detects first sexually transmitted Zika case,Reuters Health News,2016-02-27 11:21:07 -0600
"HOUSTON (Reuters) - Addicts in a new study at the University of Houston will strap on virtual reality headsets and navigate a ""heroin cave"" to help them try and kick their addictions.",Virtual reality 'heroin cave' aimed at helping addicts kick habit,Reuters Health News,2016-02-28 11:55:30 -0600
"Researchers have unraveled how elevated levels of particular proteins in cancer cells trigger hyperactivity in other proteins, fueling the growth and spread of a variety of cancers.",Predictive proteins: Elevated levels trigger metastatic progression of cancer cells,Science Daily Health,2016-02-28 07:19:51 -0600
"A two-year clinical trial that compared three drugs for diabetic macular edema (DME) found that gains in vision were greater for participants receiving the drug Eylea (aflibercept) than for those receiving Avastin (bevacizumab), but only among participants starting treatment with 20/50 or worse vision. Gains after two years were about the same for Eylea and Lucentis (ranibizumab), contrary to year-one results from the study, which showed Eylea with a clear advantage. The three drugs yielded similar gains in vision for patients with 20/32 or 20/40 vision at the start of treatment.",Eylea outperforms Avastin for diabetic macular edema with moderate or worse vision loss,Science Daily Health,2016-02-27 10:07:19 -0600
"A potential correlation between pre-labor Cesarean delivery (PLCD) and acute lymphoblastic leukemia (ALL) could offer new targets for cancer prevention research, according to new research.",Potential association between pre-labor Cesarean delivery and childhood leukemia IDed,Science Daily Health,2016-02-27 10:07:02 -0600
"LONDON (AP) — London's Royal Free Hospital says it has discharged Pauline Cafferkey, the Scottish nurse who has twice recovered from Ebola.",London hospital discharges Scottish nurse who had Ebola,US News Health,2016-02-28 11:25:32 -0600
Researchers say study may hold clues to better protecting seniors from fraud,"Daredevil at 20, Scam Victim at 70? What Being a Risk-Taker May Mean to You",US News Health,2016-02-28 08:00:00 -0600
PARIS (AP) — A high-ranking French health official says a first case of sexually transmitted Zika virus has been diagnosed in France on a non-pregnant woman.,First case of sexually transmitted Zika virus seen in France,US News Health,2016-02-27 10:19:16 -0600
"Unapproved foreign drugs can't be brought into the country without permission, FDA advises",Tips for Traveling to the U.S. With Medications,US News Health,2016-02-27 08:00:00 -0600
BANGKOK (AP) — Thailand's state tobacco company has announced that it will introduce a new cheaper brand of cigarettes to keep smokers from rolling their own or buying illegally imported untaxed ones due to a recently imposed tax hike.,Thai tobacco maker plans cheap cigarettes to offset new tax,US News Health,2016-02-27 06:22:04 -0600
"<br clear='all'/><a href=""http://rc.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/rc/1/rc.htm"" rel=""nofollow""><img src=""http://rc.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/rc/1/rc.img"" border=""0""/></a><a href=""http://rc.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/rc/2/rc.htm"" rel=""nofollow""><img src=""http://rc.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/rc/2/rc.img"" border=""0""/></a><a href=""http://rc.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/rc/3/rc.htm"" rel=""nofollow""><img src=""http://rc.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/rc/3/rc.img"" border=""0""/></a><a href=""http://da.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/a2.htm""><img src=""http://da.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/a2.img"" border=""0""/></a><a href=""http://adchoice.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/ach.htm""><img src=""http://adchoice.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/ach.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/a2t.img"" border=""0""/><img width=""1"" height=""1"" src=""http://pi2.feedsportal.com/r/247393015677/u/0/f/670071/c/34656/s/4de523bd/sc/26/a2t2.img"" border=""0""/><img width='1' height='1' src='http://feeds.washingtonpost.com/c/34656/f/670071/s/4de523bd/sc/26/mf.gif' border='0'/>",Can emoji help kids make better food choices?,Wash. Post Health,2016-02-27 10:48:24 -0600
" U.S. officials on Friday issued their strongest travel warning yet regarding Zika, urging pregnant women to ""consider not going"" to the 2016 Summer Olympic Games in Rio de Janeiro. The Centers for Disease Control and Prevention called the outbreak of the virus in Brazil, which is suspected of being the cause of possibly thousands of babies ...",CDC issues Olympics advisory: Pregnant women should ‘consider not going’ to Rio,Wash. Post Health,2016-02-27 07:05:24 -0600
