"In related news, Sears announced Thursday the election of Bruce Berkowitz and Alesia Haas to membership on the Sears Holdings board of directors.","Kmart realizes full-year sales decline of 15.6%, but comps moving in right direction",Drugstore News,2016-02-25 08:52:51 -0600
"<div class=""thumb""><img src=""http://www.drugstorenews.com/sites/drugstorenews.com/files/imagecache/thumbnail/field_thumbnail_image/02-2016/durant.png"" alt="""" title=""""  class=""imagecache imagecache-thumbnail"" width=""100"" height=""74"" /></div><div class=""author"">","Sparkling Ice builds on Durant partnership with game, foundation support",Drugstore News,2016-02-25 14:10:53 -0600
Califf is an American cardiologist and has served as the Deputy Commissioner of the FDA Office of Medical Products and Tobacco since January 2015.,U.S. Senate confirms FDA commissioner,Drugstore News,2016-02-25 10:57:46 -0600
"<div class=""thumb""><img src=""http://www.drugstorenews.com/sites/drugstorenews.com/files/imagecache/thumbnail/field_thumbnail_image/02-2016/tevatobramycin.jpg"" alt="""" title=""""  class=""imagecache imagecache-thumbnail"" width=""100"" height=""74"" /></div><div class=""author"">",Teva Canada launches generic Tobi,Drugstore News,2016-02-25 10:24:23 -0600
Aubio Life Sciences has named the key members of its executive team as the company prepares to launch its flagship product.,Aubio Life Sciences appoints key executives,Drugstore News,2016-02-25 14:47:29 -0600
"Healthcare Finance is reporting that West Coast retail clinic operator Zoom+ is opening its 32nd location in Seattle&#39;s Ballard neighborhood, the company&#39;s seventh Seattle location. The company offers such features as a smartphone app where customers can make appointments in an effort to reduce wait time, which averages about 8 minutes, the report said. The clinic also offers on-site prescription filling services. (",Report: Zoom+ opens 32nd retail clinic,Drugstore News,2016-02-25 14:29:42 -0600
"The February 23 special on Frontline PBS, Chasing Heroin, investigates the growing heroin epidemic in the United States. Without public awareness and action, more will continue to struggle silently. How will you help end the epidemic?",The Multibillion-Dollar Epidemic We Cannot Arrest Our Way Out Of -- 5 Takeaways From Chasing Heroin,Forbes Healthcare,2016-02-25 09:49:00 -0600
"Throughout history, war has often helped advance certain medical practices, spur scientific innovation and spark research interest into specific conditions or diseases. “Mercy Street” gives a rare glimpse into that aspect of the Civil War.",The Real Medical History Behind PBS's Civil War Drama 'Mercy Street',Forbes Healthcare,2016-02-25 08:45:00 -0600
"More than $10 million in resources has been provided to more than 4,000 music industry entrepreneurs and professionals so far, at no cost to those being served.",Nashville Non-Profit Aims To 'Heal The Music',Forbes Healthcare,2016-02-25 07:55:00 -0600
"",Country Cash Kings 2015,Forbes Healthcare,2016-02-25 07:55:00 -0600
"Now that the 2016 health exchange open enrollment period has concluded and we look forward to implementation of the revised Special Enrollment regulation,&nbsp;this is an opportune time to improve the future functioning of the exchanges Special Enrollment periods.",Looking Beyond The 2016 Health Exchanges Open Enrollment,Forbes Healthcare,2016-02-25 17:12:00 -0600
"Increasing evidence is linking air pollution to obesity. Yes, you may not care about the heart disease, diabetes, cancer, and many health problems that come from being overweight, but...air pollution could affect your...gasp...appearance. Reducing air pollution may be literally about saving your own butt...in many different ways.",Will Air Pollution Lead to Weight Gain?,Forbes Healthcare,2016-02-25 08:17:00 -0600
Blue Cross and Blue Shield insurers&nbsp;across the country are eliminating commissions on sales of individual health plans as part of cost-cutting moves that could hurt future sales of policies under the Affordable Care Act.,Blue Cross Insurers Cut Commissions On Obamacare Sales,Forbes Healthcare,2016-02-25 07:00:00 -0600
"As public concern over prescription drugs continues to grow, clinicians prescribing these highly addictive medications are taking notice and changing their prescribing habits accordingly.",Can Health Provider Awareness Curb Prescription Drug Abuse?,Forbes Healthcare,2016-02-25 05:25:00 -0600
Do you prefer more information or less information about what you are eating? Here's a  major victory for all who actually want to know what they are putting into their mouth.,Victory For Food Information: Judge Supports New York City's Salt Warnings,Forbes Healthcare,2016-02-25 00:25:00 -0600
"The February 23 special on Frontline PBS, Chasing Heroin, investigates the growing heroin epidemic in the United States. Without public awareness and action, more will continue to struggle silently. How will you help end the epidemic?",The Multibillion-Dollar Epidemic: 5 Takeaways From PBS' 'Chasing Heroin',Forbes Healthcare,2016-02-25 09:49:00 -0600
"Throughout history, war has often helped advance certain medical practices, spur scientific innovation and spark research interest into specific conditions or diseases. ?Mercy Street? gives a rare glimpse into that aspect of the Civil War.",The Real Medical History Behind PBS' Civil War Drama 'Mercy Street',Forbes Healthcare,2016-02-25 08:45:00 -0600
"Many companies spend lots of money providing health insurance coverage to their employees. And the costs of that coverage continue to rise, in part because the girth of the American public is also rising. Overweight and obese employees cost companies money, through increased sick leave, disability claims and, of course, healthcare expenses. As a result, some companies levy additional insurance premiums for overweight and obese employees, both to encourage them to lose weight and also to cover the greater expected costs of their benefits. Are such premium hikes fair? Do they unduly stigmatize obese employees?",Is Your Company Using Health Insurance Premiums To Stigmatize Fat Employees?,Forbes Healthcare,2016-02-25 08:43:00 -0600
"After Colorado legalized marijuana, pot-related ER visits jumped among tourists but not so much among state residents.",Toking Tourists Are More Likely To End Up In The ER Than Colorado Residents Who Use Pot,Forbes Healthcare,2016-02-25 16:49:00 -0600
"There’s something wondrous, or at least mildly cool, happening today in Washington. No, I’m not kidding.",Obama Is Using The Bully Pulpit To Set Patient Data Free,Forbes Healthcare,2016-02-25 10:31:00 -0600
"Now that the 2016 health exchange open enrollment period has concluded and we look forward to implementation of the revised Special Enrollment regulation,&nbsp;this is an opportune time to improve the future functioning of the exchanges Special Enrollment periods.",Looking Beyond The 2016 Health Exchanges' Open Enrollment,Forbes Healthcare,2016-02-25 17:12:00 -0600
"Usually, identical twins are born looking just that way: identical.","Rare identical twins with different skin, eye colors born in UK",Fox Health,2016-02-25 08:28:00 -0600
"Great grandmother Jean Dawson celebrated her 100th birthday on February 20, and she credits her longevity to a simple habit she picked up when she was 67: yoga.",100-year-old British woman credits longevity to yoga,Fox Health,2016-02-25 08:25:00 -0600
"The Czech Republic has identified its first cases of the mosquito-borne Zika virus in two Czechs returning from separate trips to the Caribbean, Health Minister Svatopluk Nemecek said on Thursday.",Czech Republic reports first 2 Zika cases,Fox Health,2016-02-25 06:46:00 -0600
NEW YORK (AP) -- The flu vaccine is doing a better job this year.,Flu vaccine more effective this year; milder season so far,Fox Health,2016-02-25 06:39:00 -0600
"The rates of death from a number of maladies, including heart disease, stroke and Alzheimer's, were higher in 2015 than in 2014, a new report finds.","Alzheimer's, stroke and heart disease death rates rise slightly",Fox Health,2016-02-25 06:29:00 -0600
Why don’t we schedule sex more often?,The case for scheduling sex,Fox Health,2016-02-25 04:00:00 -0600
Florida health officials said Wednesday that three pregnant women in the state had tested positive for the Zika virus.,3 pregnant women in Florida test positive for Zika virus,Fox Health,2016-02-25 01:00:00 -0600
"Fight sugar with sugar? This could be the implication of a new study on mice revealing that a natural sugar called trehalose prevents a diet high in fructose, or fruit sugar, from causing fatty liver disease",This sugar may be a new weapon against fructose,Fox Health,2016-02-25 08:07:00 -0600
"A woman struck by a rare, debilitating disease lives in fear that the muscle-wasting illness will come back and erase the progress that she has made.",Woman recovering from rare muscle-wasting disease fears it will return,Fox Health,2016-02-25 08:04:00 -0600
Pharmacy researchers at the University of North Carolina at Chapel Hill have turned skin cells into cancer-hunting stem cells that destroy brain tumors— a first for medical science.,Researchers use skin cells to kill cancer,Fox Health,2016-02-25 08:01:00 -0600
A new study that tested the rigidity of an hour-old fertilized egg may result in a more accurate way for physicians to choose the best embryos during in vitro fertilization.,Researchers say squishiness of fertilized egg may predict IVF success,Fox Health,2016-02-25 08:00:00 -0600
"History buffs know that Adolf Hitler had an undescended testicle, but a new review of his medical records suggests that der Führer also had other genital problems, including a condition called a micropenis",The science behind Hitler's possible micropenis,Fox Health,2016-02-25 08:13:00 -0600
"An international team of researchers who carried out detailed analysis of DNA disruption, gene expression and molecular pathways in tumors concluded that pancreatic cancer is actually four separate diseases, each with a different genetic trigger and treatment, Medical News Today reported.","Pancreatic cancer actually four separate diseases, researchers say",Fox Health,2016-02-25 08:09:00 -0600
A New York judge on Wednesday shot down a challenge by a restaurant trade group and upheld a city rule requiring many chain eateries to post warnings on menu items that are high in sodium.,Judge upholds NYC rule on restaurant salt warnings,Fox Health,2016-02-25 06:54:00 -0600
Outraged parents are taking to social media to share photos of moldy Tommee Tippee sippy cups and calling for the manufacturer to investigate the potential health harm.,Thousands of parents share photos to raise awareness of mold issue in sippy cups,Fox Health,2016-02-25 08:22:00 -0600
"Surgeons in Cleveland say they have performed the nation's first uterus transplant, a new frontier that aims to give women who lack wombs a chance at pregnancy.",Surgeons perform first uterus transplant in US,Fox Health,2016-02-25 23:23:00 -0600
DENVER (AP) — State health officials are warning hospitals to be on the lookout for potential mumps patients as four cases have been confirmed in Denver and two other probable cases are under investigation.,Colorado health officials report mumps outbreak,Fox Health,2016-02-25 13:12:00 -0600
Renowned U.S. soccer player Hope Solo said Thursday she was unlikely to join her teammates for the Rio Olympic Games without more information about Zika as she hoped to have children and was concerned about the virus' health effects.,"US soccer's Solo, worried about Zika, says may skip Rio games",Fox Health,2016-02-25 12:57:00 -0600
"This week, two foodborne illness outbreaks have been linked to alfalfa sprouts, with at least 20 sickened with salmonella or E.coli infections.","Multistate outbreaks of salmonella, E.coli linked to alfalfa sprouts",Fox Health,2016-02-25 11:49:00 -0600
LONDON (AP) -- The World Health Organization says women in countries hit by the Zika virus should breastfeed their babies and there is no proof the disease can spread to their infants that way.,UN advises women in Zika-afflicted countries to breastfeed babies,Fox Health,2016-02-25 10:44:00 -0600
"A student in England who forgot to remove her tampon for nine days was told by doctors that had she left it in for one more day, she likely would have died.",Woman nearly dies after leaving tampon in for 9 days,Fox Health,2016-02-25 10:43:00 -0600
LAS VEGAS (AP) — Health officials have declared a syphilis outbreak in the Las Vegas area.,Health officials in Las Vegas declare syphilis outbreak,Fox Health,2016-02-25 10:29:00 -0600
People who work out at traditional gyms spend more of their budgets at big-box stores and on fast food than other exercise buffs.,What your workout says about you,Fox Health,2016-02-25 10:14:00 -0600
Officials at a southern New Jersey hospital have notified 213 patients they may have been exposed to HIV or hepatitis B or C because of drug tampering.,"Hospital warns patients of possible HIV, hepatitis exposure",Fox Health,2016-02-25 10:09:00 -0600
"A U.S. jury verdict linking regular use of Johnson & Johnson talcum powder to a woman's death from ovarian cancer has spurred new concern from consumers, but scientists say the evidence of real danger is inconclusive at best.","Evidence on talc cancer risk differs for jurors, researchers",Fox Health,2016-02-25 08:50:00 -0600
Airport travelers now have another way to pass the time during layovers and delays thanks to an interactive training kiosk offering lessons in lifesaving CPR skills.,Instructional CPR kiosks make debut at major airports,Fox Health,2016-02-25 08:49:00 -0600
"When Irianita Rojas was 8 years old, a cancerous tumor started growing in her abdomen.",Doctors remove 35-pound tumor from woman's stomach that grew over 14 years,Fox Health,2016-02-25 09:34:00 -0600
"The CDC reports that up to 12 million children a year will get lice, but families are scratching their heads over what to do about a new super strain.",'Super Lice' Resistant to Common Treatments Hit 25 States,NBC Health,2016-02-25 18:44:00 -0600
"Tourists who come to Colorado and take advantage of the state's liberal marijuana laws often end up in emergency rooms, doctors said Wednesday.",Green Tourists Using Colorado Marijuana Double ER Visits,NBC Health,2016-02-25 01:17:00 -0600
Doctors at AFC Express have revealed a simple home health test can determine how healthy a person really is without factoring in size or shape.,This Plank Test Will Tell You How Healthy You Really Are,NBC Health,2016-02-25 09:29:12 -0600
"As more and more questions pop up about Zika virus, so do fears and rumors. Is Zika really causing birth defects, or could it be something else?","Zika Taps Into People's Outrage, Sparking Rumors",NBC Health,2016-02-25 13:36:00 -0600
"West Virginia, Kentucky, South Carolina, Louisiana, Arkansas, Alabama and Tennessee had disproportionately high rates of unintentional firearm deaths.",Study IDs States With High Accidental Shooting Rates,NBC Health,2016-02-25 19:47:00 -0600
"The CDC reports that up to 12 million children a year will get lice, but families are scratching their heads over what to do about a new super strain.",'Super Lice' Resistant to Common Treatments Hits 25 States,NBC Health,2016-02-25 18:44:00 -0600
Chinese scientists say they have produced rudimentary mouse sperm from stem cells.,Scientists Make Mouse Sperm From Stem Cells,NBC Health,2016-02-25 15:56:01 -0600
"The case of a Brazilian woman whose baby died while she was pregnant may show that Zika is causing even worse birth defects than feared, doctors say.",Zika Might Cause Worse Birth Defects Than Feared,NBC Health,2016-02-25 15:43:00 -0600
"Illness, sedentary lifestyles and depression might help explain this association, study says",Feeling Old?  Your Risk for Hospitalization May Rise,NIH MedlinePlus,2016-02-25 16:00:00 -0600
"These beverages linked to greater risk of obesity, type 2 diabetes, researchers say",1 in 3 Americans Drinks Sugary Soda or Juice Daily,NIH MedlinePlus,2016-02-25 15:00:00 -0600
Specialist says grocery-store varieties aren't strong enough for the job,Cranberry Juice for Urinary Tract Infection?,NIH MedlinePlus,2016-02-25 15:00:00 -0600
Antibodies from 1995 survivor protected macaques even when given five days after exposure,Monkey Trial Offers Hope for Future Ebola Treatment for Humans,NIH MedlinePlus,2016-02-25 15:00:00 -0600
"Germ forms slimy layer that makes it up to 1,000 times more resistant than other bacteria, researchers say",Lyme Disease 'Biofilm' Eludes Antibiotics,NIH MedlinePlus,2016-02-25 13:00:00 -0600
But some scientists say link is still inconclusive,Report Suggests Zika's Effect on Fetus May Be Even Deadlier Than Thought,NIH MedlinePlus,2016-02-25 13:00:00 -0600
"Results might eventually lead to new treatments, study authors suggest","Gene Abnormality May Be Key to Down Syndrome, Scientists Say",NIH MedlinePlus,2016-02-25 11:00:00 -0600
Researchers from China say lab tests produced fertile offspring,"In Mice, Scientists Turn Stem Cells into Sperm",NIH MedlinePlus,2016-02-25 11:00:00 -0600
"Combined with verbal checks, it allowed surgeons to protect areas where speech occurs",New Cooling Technique Might Aid Brain Surgery,NIH MedlinePlus,2016-02-25 11:00:00 -0600
Study found risk of crashes more than doubled for those over 80 who used Ambien,Sleeping Pills May Spell Trouble for Older Drivers,NIH MedlinePlus,2016-02-25 11:00:00 -0600
Study tracked higher rate of complications up to age 22,'Preemie' Babies May Face Long-Term Anesthesia Risks,NIH MedlinePlus,2016-02-25 08:00:00 -0600
"Behavioral, mental health issues require early attention, researcher says",Study Details Dire Consequences of Fetal Alcohol Disorders,NIH MedlinePlus,2016-02-25 08:00:00 -0600
"In more good news, health officials report flu vaccine is 59 percent effective so far",Flu Season Continues to Be Mild: CDC ,NIH MedlinePlus,2016-02-25 05:00:00 -0600
President Obama said the success of his initiative to collect genetic data so scientists can develop drugs and personalized treatments hinged partly on “understanding who owns the data.”,President Weighs In on Data From Genes,New York Times Health,2016-02-25 20:12:05 -0600
Surgeons at the Cleveland Clinic have performed the nation’s first such procedure. The goal: to help women who lack a uterus have babies.,First Uterus Transplant in U.S. Bolsters Pregnancy Hopes of Many,New York Times Health,2016-02-25 17:55:29 -0600
"Though coffee has been linked to a variety of health benefits, experts stop short of recommending it for everyone.",Well: I Don’t Drink Coffee. Should I Start?,New York Times Health,2016-02-25 07:54:26 -0600
Incontinence can prevent women with osteoporosis from exercising. Now new research shows simple muscle exercises can significantly reduce leakage.,Well: Treating Incontinence in Women with Osteoporosis,New York Times Health,2016-02-25 07:38:52 -0600
"Overdose deaths involving anti-anxiety drugs like Valium and Xanax are on the rise, with more than a fourfold increase between 1996 and 2013, a new study says.",Well: More Overdose Deaths from Anxiety Drugs,New York Times Health,2016-02-25 15:56:06 -0600
"After a fall on ice, I was about to discover what happens when cancer patients must deal with unrelated physical injuries.",Well: Living With Cancer: A Farewell to Legs,New York Times Health,2016-02-25 12:00:31 -0600
Losing as little as 5 percent of your body weight can improve health.,Well: Big Health Benefits to Small Weight Loss,New York Times Health,2016-02-25 12:04:22 -0600
Many states don’t mandate that a doctor perform laser treatments. You may want one.,Removing Ink: Do You Need a Doctor?,New York Times Health,2016-02-25 16:01:45 -0600
"NEW YORK (Reuters) - A number of airlines have expressed concern that the rapidly spreading Zika virus may be affecting travel, the International Air Transport Association's Director General and CEO Tony Tyler told reporters on Thursday.",Airlines concerned that Zika virus may be impacting travel: IATA CEO,Reuters Health News,2016-02-25 10:09:23 -0600
"(Reuters) - The National Institutes of Health on Thursday named Verily, formerly Google Life Sciences, as advisor to Nashville's Vanderbilt University in a pilot program to launch the Precision Medicine Initiative outlined by President Barack Obama last year.","Verily, Vanderbilt named to launch U.S. Precision Medicine pilot",Reuters Health News,2016-02-25 05:07:16 -0600
"PRAGUE (Reuters) - Czech health officials on Thursday announced the first cases of the mosquito-borne Zika virus in the Czech Republic, saying they would provide further details at a press conference later in the morning.",Czech health officials announce country's first Zika cases,Reuters Health News,2016-02-25 02:39:06 -0600
"TOKYO (Reuters) - A male teenager near Tokyo was found to have been infected with Zika virus after a visit to Brazil, Japan's first case of the infection since May last year when the virus spread widely in Latin America, Japanese public broadcaster NHK said on Thursday.",Teenager near Tokyo found to have Zika virus after return from Brazil - NHK,Reuters Health News,2016-02-25 05:19:23 -0600
"(Reuters) - Insurer Health Net Inc, which is being bought by rival Centene Corp, said it lost members in its individual business that sells plans under Obamacare, echoing thoughts of larger rivals in the sector.",HealthNet says quarterly membership in Obamacare plans declined,Reuters Health News,2016-02-25 12:15:46 -0600
"(Reuters) - Kannalife Sciences Inc is considering an initial public offering this year to fund development of a cannabis-based treatment for a brain disorder that affects 200,000 Americans, its chief executive said.",Kannalife eyes share float to fund cannabis-based medicine,Reuters Health News,2016-02-25 13:37:57 -0600
"(Reuters Health) – A typical U.S. restaurant meal provides enough calories for two or more healthy meals - and that’s not just true in fast-food and large chain restaurants, according to a new study.",Non-chain restaurant meals are high in calories too,Reuters Health News,2016-02-25 12:46:00 -0600
"BANGKOK (Thomson Reuters Foundation) - Health experts called on Thursday for urgent action to tackle the ""global dengue pandemic"", and said the number of cases was expected to spike in some countries this year, partly because of the El Niño weather phenomenon.","Health experts press for urgent, integrated approach to tackle dengue",Reuters Health News,2016-02-25 10:56:43 -0600
"PRAGUE (Reuters) - The Czech Republic has identified its first cases of the mosquito-borne Zika virus in two Czechs returning from separate trips to the Caribbean, Health Minister Svatopluk Nemecek said on Thursday.",Czech Republic reports first two Zika cases,Reuters Health News,2016-02-25 05:17:13 -0600
"LONDON (Reuters) - AstraZeneca's bold move to buy 55 percent of privately held biotech firm Acerta Pharma for $4 billion in December has been vindicated, at least in part, by the award of special ""orphan"" status to the key experimental drug involved.",AstraZeneca's $4 billion Acerta deal endorsed by orphan drug status,Reuters Health News,2016-02-25 04:12:53 -0600
